--------- beginning of system
06-28 18:31:49.289  1114  1817 I ActivityManager: Process com.baidu.input_huawei (pid 3321) has died: fore SVC 
06-28 18:31:49.290  1114  1817 D ActivityManager: cleanUpApplicationRecord app: ProcessRecord{a94c995 3321:com.baidu.input_huawei/u0a59}, app.bad: false, restarting: false, allowRestart: true
06-28 18:31:49.291  1869  1885 I BoosterSwitchP: notifyUidState do nothing
06-28 18:31:49.291  1869  1885 I DeepNoDisturbP: notifyUidState
06-28 18:31:49.291  1869  1885 I HidataAppQoeP: notifyUidState
06-28 18:31:49.291  1869  1885 I BrowserChrP: notifyUidState
06-28 18:31:49.454  1114  1273 W HwPackageManagerServiceEx: isEnterpriseDisallowUninstallApk disallowUninstallPkgList : null
06-28 18:31:49.454  1114  1273 D PackageManager: mFrozenPackages add package:com.mixgo.PropertySEO
06-28 18:31:49.454  1114  1222 I ActivityManager: Force stopping com.mixgo.PropertySEO appid=10400 user=-1: deletePackageX
06-28 18:31:49.456  1114  1222 I ActivityManager: Force stopping com.mixgo.PropertySEO appid=10400 user=-1: uninstall pkg
06-28 18:31:49.464  1114  1273 I PackageManager: Removing old permission tree: com.mixgo.PropertySEO.permission.JPUSH_MESSAGE from package com.mixgo.PropertySEO
06-28 18:31:49.507  1114  1273 D PackageManager: clear pref activity com.mixgo.PropertySEO from uid 1000
06-28 18:31:49.688  1114  1273 D PackageManager: mFrozenPackages remove package:com.mixgo.PropertySEO
06-28 18:31:49.794  1114  1581 I HwAudioServiceEx: check HiRes Icon false
06-28 18:31:49.906  1114  1217 I PackageManager: writePermissionsSync -> user:0, put true:, Build.FINGERPRINT:HUAWEI/EML-AL00/HWEML:9/HUAWEIEML-AL00/187C00R1:user/release-keys, fingerprint:HUAWEI/EML-AL00/HWEML:9/HUAWEIEML-AL00/187C00R1:user/release-keys
06-28 18:31:49.963  1114  1273 I ActivityManager: Force stopping com.mixgo.PropertySEO appid=10400 user=0: pkg removed
06-28 18:31:50.040  1920  2896 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1876 android.content.ContextWrapper.bindService:698 com.huawei.nb.searchmanager.service.RemoteIndexSearchManager.ensureIndexSearchServiceBound:342 com.huawei.nb.searchmanager.service.RemoteIndexSearchManager.buildIndex:287 com.huawei.nb.searchmanager.tasker.IndexTasker.doIndexTaskerAction:94 
06-28 18:31:50.073 31111  3794 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1876 android.content.ContextWrapper.bindService:698 com.huawei.nb.client.RemoteServiceConnection.open:90 com.huawei.nb.client.DataServiceProxy.connect:129 com.huawei.nb.searchmanager.searchengine.service.RemoteIndexSearchService.getDataServiceProxy:121 
06-28 18:31:50.105  1869  1869 I HwKeystoreServiceImpl: ACTION_PACKAGE_REMOVED userId:0 appId:10400 packageName:com.mixgo.PropertySEO removeAll:true
06-28 18:31:50.111  1869  1869 I HwKeystoreServiceImpl: UserInfo uid:0
06-28 18:31:50.152  1114  1558 I NetworkStats: ACTION_UID_REMOVED onReceive
06-28 18:31:50.153  1114  1558 I NetworkStats: performPollLocked, pid = 1114
06-28 18:31:50.167  1114  1471 I HwNetworkPolicy: onTransact, code = 202
06-28 18:31:50.167  2017  2017 I HwNetworkPolicyManager: removeHwUidPolicy uid = 10400 policy = -1 opPackageName = com.huawei.systemmanager
06-28 18:31:50.174  1869  1869 I PreDnsQuery: onReceive: intent = android.intent.action.PACKAGE_REMOVED
06-28 18:31:50.174  2017  2547 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1796 android.content.ContextWrapper.startService:664 com.huawei.systemmanager.spacecleanner.receiver.SpaceCleanReceiver.checkRarelyUsedApp:100 com.huawei.systemmanager.spacecleanner.receiver.SpaceCleanReceiver.doInBackground:46 java.lang.reflect.Method.invoke:-2 
06-28 18:31:50.177  1114  1471 D SecurityProfileService: removeLabel:com.mixgo.PropertySEO
06-28 18:31:50.184  1114  1558 W NetworkStatsFactory: mStatsXtProcUid: /proc/net/comm/stats does not exist!
06-28 18:31:50.185  1114  1558 D HwNetworkStatsService: hwRecordUidAndProcSnapshotLocked currentTime = 1561717910151
06-28 18:31:50.186  1114  1471 D SecurityProfileDB: writing: {
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:                 "digest": "bQkvtDA621g+R22lmNBqKIBF1uTK9VrNkTR2wBkOVlo=",
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v1_manifest"
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:             },
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:             ]
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:         },
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:         "com.netease.cloudmusic": {
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:             "policy_version": 2,
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:                 "digest": "AyxPO+T8EMGK\/g8wVSPiiO2znTSj\/u2HjrUHL94IaQI=",
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v2"
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:             },
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:             ]
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:         },
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:         "com.taobao.taobao": {
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:             "policy_version": 3,
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:                 "digest": "Yc7yPxAixudfqvGFqS0oj7SvZRpuvuvMlU44navCvW8=",
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v2"
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:             },
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:             ]
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:         },
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:         "com.microsoft.translator": {
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:             "policy_version": 3,
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:                 "digest": "h7kdJ8VdY8vQT9aOfNo\/9PNwLECu4pmbofPgVoqUMM0=",
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v1_manifest"
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:             },
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:             ]
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:         },
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:         "com.ss.android.article.news": {
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:             "policy_version": 5,
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:                 "digest": "lUcykKsy6QxUGySDftJZyPcPXJR90W3wbtmKuHFjPGI=",
06-28 18:32:12.569  1114  1114 D SecurityProfileDB:                 "signature_scheme
06-28 18:32:12.571  1114  1150 D HwNetworkManagementService: code == CODE_SET_APK_DL_STRATEGY
06-28 18:32:12.571  1114  1150 D HwNetworkManagementService: CODE_SET_APK_DL_STRATEGY, pkgName=[com.baidu.searchbox, com.android.browser], needReset=false
06-28 18:32:12.571  1114  1150 D HwNetworkManagementService: convertPkgNameToUid, pkgName=[com.baidu.searchbox, com.android.browser]
06-28 18:32:12.571  1114  1150 D HwNetworkManagementService: convertPkgNameToUid, pkg=com.baidu.searchbox, uid=10125, under user.id=0
06-28 18:32:12.571  1114  1150 D HwNetworkManagementService: convertPkgNameToUid, pkg=com.android.browser, uid=10104, under user.id=0
06-28 18:32:12.571  1114  1150 D HwNetworkManagementService: CODE_SET_APK_DL_STRATEGY, appUidList=[10125;10104;]
06-28 18:32:12.571  1114  1150 D HwNetworkManagementService: setApkDlFilterRules, appUidList=[10125;10104;], needReset=false
06-28 18:32:12.572  1114  1150 D NetdConnector: SND -> {2520 hwfilter set_apkdl_strategy_rule 10125;10104; not_reset}
06-28 18:32:12.573  1114  1555 D NetdConnector: RCV <- {200 2520 success}
06-28 18:32:12.574  1114  1555 D NetdConnector: RCV <- {200 2520 success}
06-28 18:32:12.606  1114  1217 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1796 com.android.server.security.trustspace.TrustSpaceManagerService.handlePackageAppeared:251 com.android.server.security.trustspace.TrustSpaceManagerService.access$700:57 com.android.server.security.trustspace.TrustSpaceManagerService$MyPackageMonitor.onPackageAdded:165 com.android.internal.content.PackageMonitor.onReceive:342 
06-28 18:32:12.611  1114  1817 W HwAlarmManagerService: isContainsAppUidInWorksource-->happend NameNotFoundException
06-28 18:32:12.611  1114  1817 W HwAlarmManagerService: isContainsAppUidInWorksource-->happend NameNotFoundException
06-28 18:32:12.616  1114  1217 I UKeyManagerService: app is added. The packageName is : com.mixgo.PropertySEOuid = 10401
06-28 18:32:12.616  1114  1217 D UKeyManagerService: calling in false android.uid.system:1000
06-28 18:32:12.616  1114  1217 I UKeyManagerService: The app is not ukey application, packageName : com.mixgo.PropertySEO
06-28 18:32:12.625  1114  1817 I HwAlarmManagerService: hwSetAlarm listenerTag: *job.delay*
06-28 18:32:12.625  1114  1817 I JobScheduler.Time: mNextDelayExpiredElapsedMillis: 119162195
06-28 18:32:12.628  1114  1222 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.mixgo.PropertySEO flg=0x4000010 (has extras) } to com.huawei.gameassistant/com.gameassistant.gamedata.receiver.InstallPackageIntentReceiver
06-28 18:32:12.656  1114  2452 D SecurityProfileService: removeLabel:com.mixgo.PropertySEO
06-28 18:32:12.657  1114  1114 W Looper  : Slow dispatch took 160ms main h=android.app.ActivityThread$H c=android.app.-$$Lambda$LoadedApk$ReceiverDispatcher$Args$_BumDX2UKsnxLVrE6UJsJZkotuA@425d394 m=0
06-28 18:32:12.658  1114  2452 D SecurityProfileDB: writing: {
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:     "overlay_labels": {},
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:     "domains": {
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:         "com.huawei.smarthome": [
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:             {
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "policy_version": 6,
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "apk_digest": {
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "digest_algorithm": "SHA-256",
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "digest": "8kAADpcRny0My5sa9TarBImvXnGs4epGshhmrbOt2Js=",
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "signature_scheme": "v2"
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 },
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "rules": [],
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "labels": [
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "NORMAL"
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 ]
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:             }
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:         ],
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:         "com.ximalaya.ting.android": [
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:             {
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "policy_version": 2,
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "apk_digest": {
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "digest_algorithm": "SHA-256",
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "digest": "ltEwA2NUWdvMg5xpCVbO2OYvn5VUqmcGgsUQtvGID08=",
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "signature_scheme": "v2"
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 },
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "rules": [],
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "labels": [
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "NORMAL"
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 ]
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:             }
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:         ],
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:         "com.vmall.client": [
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:             {
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "policy_version": 3,
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "apk_digest": {
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "digest_algorithm": "SHA-256",
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "digest": "MjshbEeBIuhNyAmxiJ8bUyQbdfOiMe4LVrdpyfyBLck=",
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "signature_scheme": "v2"
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 },
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "rules": [],
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "labels": [
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "NORMAL"
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 ]
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:             }
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:         ],
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:         "com.sankuai.meituan": [
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:             {
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "policy_version": 3,
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "apk_digest": {
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "digest_algorithm": "SHA-256",
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "digest": "DKU1i0LxsGMELL1XP+nvBf2tmfscYNMyOD1Wcn81I\/g=",
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "signature_scheme": "v2"
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 },
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "rules": [],
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "labels": [
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "NORMAL"
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 ]
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:             }
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:         ],
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:         "com.sina.weibo": [
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:             {
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "policy_version": 2,
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "apk_digest": {
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "digest_algorithm": "SHA-256",
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "digest": "l944bQfPHpM2fV55AYaYSJEECMdSHqTgLq9mpTzbsdM=",
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "signature_scheme": "v1_manifest"
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 },
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "rules": [],
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "labels": [
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "NORMAL"
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 ]
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:             }
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:         ],
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:         "com.sina.news": [
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:             {
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "policy_version": 8,
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "apk_digest": {
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "digest_algorithm": "SHA-256",
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "digest": "My0BqwfTH8wQzAIOWP3e6su6qpLBI6BtdtIK38yBBxA=",
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "signature_scheme": "v2"
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 },
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "rules": [],
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "labels": [
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "NORMAL"
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 ]
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:             }
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:         ],
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:         "com.jingdong.app.mall": [
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:             {
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "policy_version": 5,
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "apk_digest": {
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "digest_algorithm": "SHA-256",
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "digest": "99vPRWT72SI4wpJtYTyp73R7n8DsnfCYKdJeFo\/XwQ4=",
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "signature_scheme": "v2"
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 },
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "rules": [],
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "labels": [
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "NORMAL"
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 ]
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:             }
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:         ],
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:         "com.huawei.skytone": [
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:             {
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "policy_version": 5,
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "apk_digest": {
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "digest_algorithm": "SHA-256",
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "digest": "bQkvtDA621g+R22lmNBqKIBF1uTK9VrNkTR2wBkOVlo=",
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "signature_scheme": "v1_manifest"
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 },
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "rules": [],
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "labels": [
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "NORMAL"
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 ]
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:             }
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:         ],
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:         "com.netease.cloudmusic": [
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:             {
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "policy_version": 2,
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "apk_digest": {
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "digest_algorithm": "SHA-256",
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "digest": "AyxPO+T8EMGK\/g8wVSPiiO2znTSj\/u2HjrUHL94IaQI=",
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "signature_scheme": "v2"
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 },
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "rules": [],
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 "labels": [
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                     "NORMAL"
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:                 ]
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:             }
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:         ],
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:         "com.taobao.taobao": [
06-28 18:32:12.658  1114  2452 D SecurityProfileDB:   
06-28 18:32:12.659  1114  1114 W Looper  : Slow delivery took 302ms main h=android.os.Handler c=android.app.-$$Lambda$LoadedApk$ReceiverDispatcher$Args$_BumDX2UKsnxLVrE6UJsJZkotuA@30a5e3d m=0
06-28 18:32:12.662  1114  2129 V HwNotificationManagerService: Notification db cfg changed
06-28 18:32:12.666  1114  1114 D NetdConnector: SND -> {2521 network permission user set NETWORK 10401}
06-28 18:32:12.667  1114  1555 D NetdConnector: RCV <- {200 2521 success}
06-28 18:32:12.668  1114  1555 D NetdConnector: RCV <- {200 2521 success}
06-28 18:32:12.670  1114  1114 I Telecom-DefaultDialerCache: Refreshing default dialer for user 0: now com.android.contacts
06-28 18:32:12.671 31253 31253 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1796 android.content.ContextWrapper.startService:664 android.content.ContextWrapper.startService:664 com.huawei.systemmanager.antivirus.utils.AntiVirusTools.checkVirusForNewInstalledApk:711 com.huawei.systemmanager.antivirus.AntiVirusReceiver.onReceive:39 
06-28 18:32:12.682  2017  2017 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1796 android.content.ContextWrapper.startService:664 com.huawei.systemmanager.antivirus.AntiVirusService.handleInstalledApkCheck:355 com.huawei.systemmanager.antivirus.AntiVirusService.onStartCommand:279 android.app.ActivityThread.handleServiceArgs:4158 
06-28 18:32:12.685  1114  1114 V BackupManagerConstants: getFullBackupIntervalMilliseconds(...) returns 86400000
06-28 18:32:12.702  1114  3909 V HwNotificationManagerService: HwCfgLoadingRunnable: Starts 
06-28 18:32:12.706 31253 31447 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1876 android.content.ContextWrapper.bindService:698 com.qihoo.qvssdk.AntivirusEngineImpl.install:74 com.qihoo.qvssdk.AntivirusProviderImpl.install:43 com.huawei.systemmanager.antivirus.newengine.AntivirusScanHelper$ScanTask.call:55 
06-28 18:32:12.715  1114  1114 W Looper  : Drained
06-28 18:32:12.734  1114  3909 D RankingHelper: RankingHelper: setSysMgrCfgMap: get default channel cfg size:114
06-28 18:32:12.734  1114  3909 V HwNotificationManagerService: HwCfgLoadingRunnable: get cfg size:181
06-28 18:32:12.744  1114  3909 V HwNotificationManagerService: HwCfgLoadingRunnable: Ends. 
06-28 18:32:12.745  1114  2452 D SecurityProfileService: updateDomainPolicies,packageList:[com.mixgo.PropertySEO]
06-28 18:32:12.746  1114  2452 D SecurityProfileService: resolveActiveDomainPolicies packageName com.mixgo.PropertySEO
06-28 18:32:12.748  1114  2452 D SecurityProfileUtils: getInstalledApkPath name success,packageName:com.mixgo.PropertySEO,userId:0,ApkPath:/data/app/com.mixgo.PropertySEO-Dzq8clkG1tN8YGkScY_uBQ==/base.apk
06-28 18:32:12.748  1114  2452 D SecurityProfileService: selected1 policy:{"labels":[]}
06-28 18:32:12.748  1114  2452 D SecurityProfileService: selected2 policy:{"labels":[]}
06-28 18:32:12.749  1114  2452 D SecurityProfileDB: writing: {
06-28 18:32:12.749  1114  2452 D SecurityProfileDB:     "overlay_labels": {},
06-28 18:32:12.749  1114  2452 D SecurityProfileDB:     "domains": {
